,Site Name,Upper Age (IntCal20),Lower Age (IntCal20),Stratigraphy (CARD),Context (CARD),Unit Name (Neotoma),Original Age Type,Latitude,Longitude,Citation 1,Citation 2,Citation 3,Citation 4,Citation 5,Citation 6,Citation 7,Citation 8,Citation 9,Citation 10,Citation 11,Citation 12,Citation 13,Data Source
1338,Hogup Cave,7076,2744,NA,NA,Stratum 8,Radiocarbon years BP,41.366667,-113.116667,"Aikens, C. M. 1970. Hogup Cave. University of Utah Anthropological Paper 93.","Durrant, S. D. 1970. Faunal remains as indicators of neothermal climates at Hogup Cave. University of Utah Anthropological Papers 93:241-245.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1339,Hogup Cave,3420,1393,NA,NA,Stratum 10,Radiocarbon years BP,41.366667,-113.116667,"Aikens, C. M. 1970. Hogup Cave. University of Utah Anthropological Paper 93.","Durrant, S. D. 1970. Faunal remains as indicators of neothermal climates at Hogup Cave. University of Utah Anthropological Papers 93:241-245.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1340,Hogup Cave,3420,2744,NA,NA,Stratum 9,Radiocarbon years BP,41.366667,-113.116667,"Aikens, C. M. 1970. Hogup Cave. University of Utah Anthropological Paper 93.","Durrant, S. D. 1970. Faunal remains as indicators of neothermal climates at Hogup Cave. University of Utah Anthropological Papers 93:241-245.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1341,Hogup Cave,2744,1125,NA,NA,Stratum 12,Radiocarbon years BP,41.366667,-113.116667,"Aikens, C. M. 1970. Hogup Cave. University of Utah Anthropological Paper 93.","Durrant, S. D. 1970. Faunal remains as indicators of neothermal climates at Hogup Cave. University of Utah Anthropological Papers 93:241-245.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1342,Hogup Cave,1393,517,NA,NA,Stratum 14,Radiocarbon years BP,41.366667,-113.116667,"Aikens, C. M. 1970. Hogup Cave. University of Utah Anthropological Paper 93.","Durrant, S. D. 1970. Faunal remains as indicators of neothermal climates at Hogup Cave. University of Utah Anthropological Papers 93:241-245.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1343,Hogup Cave,1393,1125,NA,NA,Stratum 13,Radiocarbon years BP,41.366667,-113.116667,"Aikens, C. M. 1970. Hogup Cave. University of Utah Anthropological Paper 93.","Durrant, S. D. 1970. Faunal remains as indicators of neothermal climates at Hogup Cave. University of Utah Anthropological Papers 93:241-245.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1344,Hogup Cave,628,125,NA,NA,Stratum 16,Radiocarbon years BP,41.366667,-113.116667,"Aikens, C. M. 1970. Hogup Cave. University of Utah Anthropological Paper 93.","Durrant, S. D. 1970. Faunal remains as indicators of neothermal climates at Hogup Cave. University of Utah Anthropological Papers 93:241-245.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1345,Holmes Terrace [24FR52],733,493,NA,NA,NA,Radiocarbon years BP,47.261544,-109.222007,"Davis, 1982"," Graham et al., 1987"," Davis et al., 1982",Faunmap 569,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1346,Holmes Terrace [24FR52],733,493,NA,NA,NA,Radiocarbon years BP,47.616667,-109.616667,"Davis, 1982","Graham et al., 1987","Davis et al., 1982",Faunmap 569,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1347,Hooper's Hollow,23119,22419,NA,bison dung,NA,Radiocarbon years BP,36.866667,-112,"Mead, J. I., and L. D. Agenbroad. 1992. Isotope dating of Pleistocene dung deposits from the Colorado Plateau Arizona and Utah. Radiocarbon 34(1):1-19.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary
1348,Horner [48PA29],11615,10627,NA,NA,Sage Creek Faunule,Radiocarbon years BP,44.5,-109,"Frison, G. C., and L. C. Todd. 1987. The Horner site: the type site of the Cody cultural complex. Academic Press, New York.","Walker, D. N. 1987. Late Pleistocene/Holocene environmental changes in Wyoming: the mammalian record. Pages 334-393 in Late Quaternary mammalian biogeography and environments of the Great Plains and prairies (R. W. Graham, H. A. Semken, Jr., and M. A. Graham, editors), Illinois State Museum Scientific Papers 22.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1349,Horner [48PA29],10116,9876,NA,"Horner I, bison bone bed containing Eden and Scottsbluff points, Horner faunule",NA,Radiocarbon years BP,44.5,-109,"Stanford, 1999: 323","Libby, 1954: 139","Arnold and Libby, 1951: 118","Berger et al., 1965: 337","Frison and Todd, 1987: 98","Long, 1965: 249",Faunmap 227,NA,NA,NA,NA,NA,NA,CARD
1350,Horner [48PA29],10014,9774,NA,"Horner I, bison bone bed containing Eden and Scottsbluff points, Horner faunule",NA,Radiocarbon years BP,44.5,-109,"Stanford, 1999: 323","Libby, 1954: 139","Arnold and Libby, 1951: 118","Berger et al., 1965: 337","Frison and Todd, 1987: 98","Long, 1965: 249",Faunmap 227,NA,NA,NA,NA,NA,NA,CARD
1351,Horner [48PA29],9939,7692,NA,NA,Horner Faunule,Radiocarbon years BP,44.5,-109,"Frison, G. C., and L. C. Todd. 1987. The Horner site: the type site of the Cody cultural complex. Academic Press, New York.","Walker, D. N. 1987. Late Pleistocene/Holocene environmental changes in Wyoming: the mammalian record. Pages 334-393 in Late Quaternary mammalian biogeography and environments of the Great Plains and prairies (R. W. Graham, H. A. Semken, Jr., and M. A. Graham, editors), Illinois State Museum Scientific Papers 22.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1352,Horner [48PA29],7982,7482,NA,Horner Site-Bison Bone,NA,Radiocarbon years BP,44.5,-109,Libby 1955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1353,Horse Creek [48LA549],5604,4563,NA,NA,Assemblage,Radiocarbon years BP,41.366667,-105,"Guenther, T. R. 1991. The Horse Creek site: some evidence for gender roles in a transitional early to middle Plains Archaic base camp. Plains Anthropologist Memoir 26, 36:9-23.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1354,Horse Hills Pit,6704,6614,NA,NA,NA,Radiocarbon years BP,53.66,-113.297,"Heintzman et al., 2016","Shapiro et al., 2004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary
1355,Horseshoe Cave [24RB1094],2152,1992,NA,"hearth, Feature 5",NA,Radiocarbon years BP,46.225806,-106.724398,Smyers 2012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1356,Horsethief Draw,13137,13136,NA,"top of Unit F1, channel sand, with artifacts and bones of mammoth, bison, horse, and camel",NA,Radiocarbon years BP,31.5,-110.5,"Agenbroad, 1984b"," Haynes and Hemmings, 1968"," Haynes et al., 1967: 11, 1984"," Willig and Aikens, 1988: 11",NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1357,Horsethief Draw,12735,12734,F2/D contact,"hearth in southeast quad of K18, 3 m depth, with bison remains and Clovis artifacts",NA,Radiocarbon years BP,31.5,-110.5,Haynes 2007b,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1358,Hosterman [39PO7],486,308,NA,NA,Assemblage,Radiocarbon years BP,45,-100.25,"Miller, C. F. 1964. Archeological investigations at the Hosterman site (39PO7) in the Oahe Reservoir area, Potter County, South Dakota. Bureau of American Ethnology 189:145-267.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1359,Hoxie Farm [11CK4],582,407,NA,NA,Assemblage,Radiocarbon years BP,41.578889,-87.5925,"Michalik, L. K. 1982. An ecological perspective on the Huber phase subsistence-settlement system. Pages 29-53 in Oneota studies (G. E. Gibbon, editor), University of Minnesota, Publications in Anthropology 1.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1360,Hubbard [34BK4],1150,850,NA,NA,Assemblage,Calendar years BP,35.25,-99.616667,"Baugh, S. T. 1986. Late Prehistoric bison distributions in Oklahoma. Plains Anthropologist Memoir 21:83-96.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1361,Hubbell Creek [FbMi-VP],12388,11988,NA,"screened stock pile at gravel pit B, abraded bone",NA,Radiocarbon years BP,52.188333,-101.420833,"Harington, 2003: 427","Nielsen et al., 1984","Nielsen, 1988",Faunmap 3831,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1362,Hubbell Creek [FbMi-VP],11037,10797,NA,"screened stock pile at gravel pit F, abraded bone",NA,Radiocarbon years BP,52.188333,-101.420833,"Harington, 2003: 428","Nielsen et al., 1984","Nielsen, 1988",Faunmap 3831,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1363,Hubbell Creek [FbMi-VP],10908,10658,NA,"screened stock pile at gravel pit D, abraded bone",NA,Radiocarbon years BP,52.188333,-101.420833,"Harington, 2003: 428","Nielsen et al., 1984","Nielsen, 1988",Faunmap 3831,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1364,Huber [11CK1],582,407,NA,NA,Assemblage,Radiocarbon years BP,41.654722,-87.758333,"Michalik, L. K. 1982. An ecological perspective on the Huber phase subsistence-settlement system. Pages 29-53 in Oneota studies (G. E. Gibbon, editor), University of Minnesota, Publications in Anthropology 1.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1365,Hudson-Meng [25SX115],12624,12484,Stratum B,"bison bone bed, 955.979N, 977.176E, 99.9 cm above datum",NA,Radiocarbon years BP,42.739444,-103.602778,"Frison, 1991","Stanford, 1999","Agenbroad, 1978a, 1978b","Buenger, 2001","Haynes and Haas, 1974","L.C. Todd, p.c. 2001","Wang et al., 1997",Faunmap 642,NA,NA,NA,NA,NA,CARD
1366,Hudson-Meng [25SX115],12406,12246,Stratum B,"bison bone bed, 955.170N, 986.234E, 84.8 cm above datum",NA,Radiocarbon years BP,42.739444,-103.602778,"Frison, 1991","Stanford, 1999","Agenbroad, 1978a, 1978b","Buenger, 2001","Haynes and Haas, 1974","L.C. Todd, p.c. 2001","Wang et al., 1997",Faunmap 642,NA,NA,NA,NA,NA,CARD
1367,Hudson-Meng [25SX115],12128,12048,Stratum B,"bison bone bed, 965.028N, 980.476E, 66.9 cm above datum",NA,Radiocarbon years BP,42.739444,-103.602778,"Frison, 1991","Stanford, 1999","Agenbroad, 1978a, 1978b","Buenger, 2001","Haynes and Haas, 1974","L.C. Todd, p.c. 2001","Wang et al., 1997",Faunmap 642,NA,NA,NA,NA,NA,CARD
1368,Hudson-Meng [25SX115],11499,11379,Stratum B,"bison bone bed, 975.253N, 938.028E, 3 m above datum",NA,Radiocarbon years BP,42.739444,-103.602778,"Frison, 1991","Stanford, 1999","Agenbroad, 1978a, 1978b","Buenger, 2001","Haynes and Haas, 1974","L.C. Todd, p.c. 2001","Wang et al., 1997",Faunmap 642,NA,NA,NA,NA,NA,CARD
1369,Hudson-Meng [25SX115],11457,11297,Stratum B,"bison bone bed, 958.362N, 986.878E, 85.4 cm above datum",NA,Radiocarbon years BP,42.739444,-103.602778,"Frison, 1991","Stanford, 1999","Agenbroad, 1978a, 1978b","Buenger, 2001","Haynes and Haas, 1974","L.C. Todd, p.c. 2001","Wang et al., 1997",Faunmap 642,NA,NA,NA,NA,NA,CARD
1370,Hudson-Meng [25SX115],11436,11256,Stratum B,"bison bone bed, 972.337N, 969.843E, 56.3 cm above datum",NA,Radiocarbon years BP,42.739444,-103.602778,"Frison, 1991","Stanford, 1999","Agenbroad, 1978a, 1978b","Buenger, 2001","Haynes and Haas, 1974","L.C. Todd, p.c. 2001","Wang et al., 1997",Faunmap 642,NA,NA,NA,NA,NA,CARD
1371,Hudson-Meng [25SX115],11379,11259,Stratum B,"bison bone bed, 973.789N, 953.669E, 31.3 cm above datum",NA,Radiocarbon years BP,42.739444,-103.602778,"Frison, 1991","Stanford, 1999","Agenbroad, 1978a, 1978b","Buenger, 2001","Haynes and Haas, 1974","L.C. Todd, p.c. 2001","Wang et al., 1997",Faunmap 642,NA,NA,NA,NA,NA,CARD
1372,Hudson-Meng [25SX115],11193,11033,Stratum B,"bison bone bed, 972.365N, 980.497E, 39.9 cm above datum",NA,Radiocarbon years BP,42.739444,-103.602778,"Amick 2013, Way Out West: Cody Complex…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1373,Hudson-Meng [25SX115],11019,10899,Stratum B,"bison bone bed, 972.365N, 980.497E, 39.9 cm above datum",NA,Radiocarbon years BP,42.739444,-103.602778,"Amick 2013, Way Out West: Cody Complex…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1374,Hudson-Meng [25SX115],11002,10882,Stratum B,"bison bone bed, 938.229N, 968.120E, 1.487 m above datum",NA,Radiocarbon years BP,42.739444,-103.602778,"Frison, 1991","Stanford, 1999","Agenbroad, 1978a, 1978b","Buenger, 2001","Haynes and Haas, 1974","L.C. Todd, p.c. 2001","Wang et al., 1997",Faunmap 642,NA,NA,NA,NA,NA,CARD
1375,Hudson-Meng [25SX115],10988,10868,Stratum B,"bison bone bed, 961.496N, 986.068E, 80.8 cm above datum",NA,Radiocarbon years BP,42.739444,-103.602778,"Frison, 1991","Stanford, 1999","Agenbroad, 1978a, 1978b","Buenger, 2001","Haynes and Haas, 1974","L.C. Todd, p.c. 2001","Wang et al., 1997",Faunmap 642,NA,NA,NA,NA,NA,CARD
1376,Hudson-Meng [25SX115],10707,10507,NA,bone bed,NA,Radiocarbon years BP,42.739444,-103.602778,"Frison, 1991","Stanford, 1999","Agenbroad, 1978a, 1978b","Haynes and Haas, 1974","L.C. Todd, p.c. 2001","Wang et al., 1997",Faunmap 642,NA,NA,NA,NA,NA,NA,CARD
1377,Hudson-Meng [25SX115],10673,10533,Stratum B,"bison bone bed, 962.913N, 1003.135E, 86.8 cm above datum",NA,Radiocarbon years BP,42.739444,-103.602778,"Frison, 1991","Stanford, 1999","Agenbroad, 1978a, 1978b","Buenger, 2001","Haynes and Haas, 1974","L.C. Todd, p.c. 2001","Wang et al., 1997",Faunmap 642,NA,NA,NA,NA,NA,CARD
1378,Hudson-Meng [25SX115],10624,10194,NA,NA,Assemblage,Radiocarbon years BP,42.739444,-103.602778,"Agenbroad, L. D. 1978. Excavation at the Hot Springs Mammoth site: a late Pleistocene animal trap. Transactions of the Nebraska Academy of Sciences 6:127-130.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1379,Hudson-Meng [25SX115],10261,9881,NA,bone bed,NA,Radiocarbon years BP,42.739444,-103.602778,"Agenbroad 1978, The Hudson-Meng Site…",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1380,Hudson-Meng [25SX115],10158,10038,Stratum A,"paleosol above bison bone bed, 939.013N, 968.717E, 1.536 m above datum",NA,Radiocarbon years BP,42.739444,-103.602778,"Frison, 1991","Stanford, 1999","Agenbroad, 1978a, 1978b","Haynes and Haas, 1974","L.C. Todd, p.c. 2001","Wang et al., 1997",Faunmap 642,NA,NA,NA,NA,NA,NA,CARD
1381,Hudson-Meng [25SX115],10079,9959,Stratum A,"paleosol above bison bone bed, 939.988N, 968.725E, 1.537 m above datum",NA,Radiocarbon years BP,42.739444,-103.602778,"Frison, 1991","Stanford, 1999","Agenbroad, 1978a, 1978b","Haynes and Haas, 1974","L.C. Todd, p.c. 2001","Wang et al., 1997",Faunmap 642,NA,NA,NA,NA,NA,NA,CARD
1382,Hudson-Meng [25SX115],9616,9396,NA,NA,NA,Radiocarbon years BP,42.739444,-103.602778,Radiocarbon,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1383,Hueco Tanks State Hist. Pk. [41EP2],684,582,NA,NA,Assemblage,Radiocarbon years BP,31.866667,-106,"Kegley, G. 1982. Archeological investigations at 41EP2, Hueco Tanks State Historical Park, El Paso County, Texas. Texas Parks and Wildlife Department, Austin.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1384,Huff [32MO11],603,187,NA,NA,Assemblage,Radiocarbon years BP,46.618889,-100.641667,"Semken, H.A., Jr., and C.R. Falk. 1987. Late Pleistocene/Holocene mammalian faunas and environmental changes on the northern plains of the United States. Pages 176-313 in R.W. Graham, H.A. Semken, Jr., and M.A. Graham, editors. Late Quaternary mammalian biogeography and environments of the Great Plains and prairies. Scientific Papers 22. Illinois State Museum, Springfield, Illinois, USA.","Wood, W. R. 1967. An interpretation of Mandan cultural history. Smithsonian Institution River Basin Survey Paper 39, Bureau of American Ethnography Bulletin 189.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1385,Hulme [25HL28],740,545,NA,NA,Assemblage,Radiocarbon years BP,40.916667,-98.683333,"Bozell, J. R. 1991. Fauna from the Hulme site and comments on central plains tradition subsistence variability. Plains Anthropologist 36(136):229-253.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1386,Hummel Camp [11F574],2245,1535,NA,NA,Assemblage,Radiocarbon years BP,40.689167,-90.263611,"Griffin, J. W., and D. E. Wray. 1945. Bison in Illinois archaeology. Transactions of the Illinois State Academy of Science 38:21-26.","Neumann, G. K. 1937. Faunal remains from Fulton County sites. Pages 265-268 in Rediscovering Illinois (F. C. Cole and T. Deuel, editors), University of Chicago Press, Chicago.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1387,Humphrey Village [21FA1],1535,1022,NA,NA,Assemblage,Radiocarbon years BP,43.75,-94.116667,"Lukens, P. W. , Jr. 1963. Some ethnozoological implications of mammalian faunas from Minnesota archeological sites. Ph.D. dissertation, University of Minnesota, Minneapolis.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1388,Hungry Hall [DeKq-___3],801,671,Mound 1,"mound 1, 0.24S/1.89E, 82 cm below subsoil around center of sub-mound pit, just above multiple secondary burials and grave furniture",NA,Radiocarbon years BP,48.820833,-94.6875,"Rutherford et al., 1979","Lenius and Olinyk, 1990","Cooper and Savage, 1994",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1389,Ice Cave,211,151,NA,NA,NA,Radiocarbon years BP,45.16,-108.4,"Heintzman et al., 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary
1390,Ice Glider [32OL110],125,124,NA,NA,Assemblage,Radiocarbon years BP,47.25,-101,"Semken, H.A., Jr., and C.R. Falk. 1987. Late Pleistocene/Holocene mammalian faunas and environmental changes on the northern plains of the United States. Pages 176-313 in R.W. Graham, H.A. Semken, Jr., and M.A. Graham, editors. Late Quaternary mammalian biogeography and environments of the Great Plains and prairies. Scientific Papers 22. Illinois State Museum, Springfield, Illinois, USA.","Warren, R. E. 1986. Ice Glider faunal analysis and Yanktonai ethnohistory. Page 146 in Ice Glider, 320L110 (W. R. Wood, editor), South Dakota Archaeological Society, Special Publication 10.","Wood, W. R. 1986. The Ice Glider site, 320L110: Introduction. Pages 97-104 in Ice Glider, 320L110 (W. R. Wood, editor), South Dakota Archaeological Society, Special Publication 10.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1391,Indian Creek Site [24BW626],12346,12226,NA,NA,NA,Radiocarbon years BP,46.308333,-111.636667,"Davis and Hill, 1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1392,Indian Creek Site [24BW626],9507,9247,NA,NA,NA,Radiocarbon years BP,46.308333,-111.636667,"Davis and Hill, 1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1393,Indian Creek Site [24BW626],2211,1931,NA,NA,NA,Radiocarbon years BP,46.308333,-111.636667,"Davis and Hill, 1998",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1394,Indian School [39HU10],298,169,NA,NA,Assemblage,Radiocarbon years BP,44.25,-100.116667,"Semken, H.A., Jr., and C.R. Falk. 1987. Late Pleistocene/Holocene mammalian faunas and environmental changes on the northern plains of the United States. Pages 176-313 in R.W. Graham, H.A. Semken, Jr., and M.A. Graham, editors. Late Quaternary mammalian biogeography and environments of the Great Plains and prairies. Scientific Papers 22. Illinois State Museum, Springfield, Illinois, USA.","Croft, D. A., and H. A. Semken. 1992. Minimal number of individuals, with 1992 additions, for the Indian School (39HU10) local fauna, Hughes County, South Dakota. Augustana College Archeology Laboratory, Sioux Falls.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1395,Inuvik,11346,11296,NA,NA,NA,Radiocarbon years BP,68.35,-133.7,"Heintzman et al., 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary
1396,Inuvik,11484,11424,NA,NA,NA,Radiocarbon years BP,68.35,-133.7,"Heintzman et al., 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary
1397,Inuvik,13419,13349,NA,NA,NA,Radiocarbon years BP,68.35,-133.7,"Heintzman et al., 2016",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Primary
1398,Interstate Park,6835,3189,NA,NA,Assemblage,Radiocarbon years BP,45.366667,-92.366667,"Palmer, H. A. 1954. A review of the Interstate Park, Wisconsin bison find. Iowa Academy of Science 61:313-319.","Hawley, M.F., Hill, M.G., Widga, C.C., 2007. Recent Research on the Interstate Park Bison Site,Polk County, Northwestern Wisconsin",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Neotoma
1399,Itasca [21-CE-1],11194,10854,NA,Main Trench,NA,Radiocarbon years BP,47.116667,-95.116667,"Shay 1971, The Itasca Bison Kill Site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1400,Itasca [21-CE-1],11129,10789,NA,Main Trench,NA,Radiocarbon years BP,47.116667,-95.116667,"Shay 1971, The Itasca Bison Kill Site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1401,Itasca [21-CE-1],8438,8266,NA,Main Trench,NA,Radiocarbon years BP,47.116667,-95.116667,Widga 2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1402,Itasca [21-CE-1],8433,7933,NA,Main Trench,NA,Radiocarbon years BP,47.116667,-95.116667,"Shay 1971, The Itasca Bison Kill Site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1403,Itasca [21-CE-1],8274,7774,NA,Main Trench; sample found in sand and with shell. Associated with a knife but evidently predates the artifact.,NA,Radiocarbon years BP,47.116667,-95.116667,"Shay 1971, The Itasca Bison Kill Site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1404,Itasca [21-CE-1],8003,7865,NA,Main Trench,NA,Radiocarbon years BP,47.116667,-95.116667,Widga 2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1405,Itasca [21-CE-1],7915,7797,NA,Main Trench,NA,Radiocarbon years BP,47.116667,-95.116667,Widga 2006,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1406,Itasca [21-CE-1],7462,7212,NA,"pollen zone 3a, marl, 2.55 m depth, with bison bones",NA,Radiocarbon years BP,47.116667,-95.116667,"Lass, 1980","Crane and Griffin, 1972: 200-201","Shay, 1971",Faunmap 738,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1407,Itasca [21-CE-1],1918,1658,NA,"Tranch 5; Associated with a concave-based, side-notched projectile point. Due to variations in peat deposition at the Itasca site its date may Trench 5; not show the true age of the point or the site.",NA,Radiocarbon years BP,47.116667,-95.116667,"Shay 1971, The Itasca Bison Kill Site",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1408,Ituhu [32SN110],665,605,NA,"XU 1, 873 g",NA,Radiocarbon years BP,46.979177,-98.955015,Toom 2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1409,Ituhu [32SN110],571,511,NA,"Bank Profile 1, 677 g",NA,Radiocarbon years BP,46.979177,-98.955015,Toom 2008,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1410,J-Crossing [DjPm-16],11132,10712,Level 24,"Level 24, 225-245 cm depth",NA,Radiocarbon years BP,49.6,-114.083333,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991",Faunmap 3949,"Harington, 2003: 428",NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
1411,J-Crossing [DjPm-16],9770,9450,NA,"260-290 cm depth, with an Alberta point",NA,Radiocarbon years BP,49.6,-114.083333,"Beaudoin, 1991, 1998","Van Dyke, et al. 1990, 1991","Harington, 2003: 429",Faunmap 3949,NA,NA,NA,NA,NA,NA,NA,NA,NA,CARD
